state,offence_category,subcategory,2025_population,2026_population,month,incident_count
NSW,Blackmail and extortion,,8479314,8479314,2004-03-01,6
NSW,Coercive Control,,8479314,8479314,2004-03-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2004-03-01,1696
NSW,Other offences against the person,,8479314,8479314,2004-03-01,115
NSW,Theft,Break and enter dwelling,8479314,8479314,2004-03-01,5347
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2004-03-01,2852
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2004-03-01,680
NSW,Theft,Motor vehicle theft,8479314,8479314,2004-03-01,3208
NSW,Theft,Steal from motor vehicle,8479314,8479314,2004-03-01,5457
NSW,Theft,Steal from retail store,8479314,8479314,2004-03-01,1630
NSW,Theft,Steal from dwelling,8479314,8479314,2004-03-01,2207
NSW,Theft,Steal from person,8479314,8479314,2004-03-01,1373
NSW,Theft,Stock theft,8479314,8479314,2004-03-01,88
NSW,Theft,Fraud,8479314,8479314,2004-03-01,2716
NSW,Theft,Other theft,8479314,8479314,2004-03-01,4547
NSW,Arson,,8479314,8479314,2004-03-01,528
NSW,Malicious damage to property,,8479314,8479314,2004-03-01,7823
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2004-03-01,13
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2004-03-01,76
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2004-03-01,1108
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2004-03-01,166
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2004-03-01,52
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2004-03-01,87
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2004-03-01,2
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2004-03-01,27
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2004-03-01,77
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2004-03-01,47
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2004-03-01,30
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2004-03-01,11
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2004-03-01,223
NSW,Drug offences,Manufacture drug,8479314,8479314,2004-03-01,3
NSW,Drug offences,Importing drugs,8479314,8479314,2004-03-01,3
NSW,Drug offences,Other drug offences,8479314,8479314,2004-03-01,268
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2004-03-01,1033
NSW,Disorderly conduct,Trespass,8479314,8479314,2004-03-01,672
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2004-03-01,423
NSW,Disorderly conduct,Offensive language,8479314,8479314,2004-03-01,462
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2004-03-01,164
NSW,Betting and gaming offences,,8479314,8479314,2004-03-01,5
NSW,Liquor offences,,8479314,8479314,2004-03-01,932
NSW,Pornography offences,,8479314,8479314,2004-03-01,9
NSW,Against justice procedures,Escape custody,8479314,8479314,2004-03-01,27
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2004-03-01,1044
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2004-03-01,837
NSW,Against justice procedures,Fail to appear,8479314,8479314,2004-03-01,43
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2004-03-01,564
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2004-03-01,75
NSW,Transport regulatory offences,,8479314,8479314,2004-03-01,3622
NSW,Other offences,,8479314,8479314,2004-03-01,1512
NSW,Homicide,Murder *,8479314,8479314,2004-04-01,9
NSW,Homicide,Attempted murder,8479314,8479314,2004-04-01,5
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2004-04-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2004-04-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,2004-04-01,1924
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2004-04-01,3076
NSW,Assault,Assault Police,8479314,8479314,2004-04-01,191
NSW,Sexual offences,Sexual assault,8479314,8479314,2004-04-01,296
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2004-04-01,394
NSW,Abduction and kidnapping,,8479314,8479314,2004-04-01,30
NSW,Robbery,Robbery without a weapon,8479314,8479314,2004-04-01,422
NSW,Robbery,Robbery with a firearm,8479314,8479314,2004-04-01,52
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2004-04-01,272
NSW,Blackmail and extortion,,8479314,8479314,2004-04-01,10
NSW,Coercive Control,,8479314,8479314,2004-04-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2004-04-01,1463
NSW,Other offences against the person,,8479314,8479314,2004-04-01,99
NSW,Theft,Break and enter dwelling,8479314,8479314,2004-04-01,4808
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2004-04-01,2439
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2004-04-01,650
NSW,Theft,Motor vehicle theft,8479314,8479314,2004-04-01,2826
NSW,Theft,Steal from motor vehicle,8479314,8479314,2004-04-01,5095
NSW,Theft,Steal from retail store,8479314,8479314,2004-04-01,1570
NSW,Theft,Steal from dwelling,8479314,8479314,2004-04-01,2227
NSW,Theft,Steal from person,8479314,8479314,2004-04-01,1246
NSW,Theft,Stock theft,8479314,8479314,2004-04-01,102
NSW,Theft,Fraud,8479314,8479314,2004-04-01,2492
NSW,Theft,Other theft,8479314,8479314,2004-04-01,3880
NSW,Arson,,8479314,8479314,2004-04-01,458
NSW,Malicious damage to property,,8479314,8479314,2004-04-01,7254
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2004-04-01,15
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2004-04-01,99
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2004-04-01,984
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2004-04-01,146
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2004-04-01,42
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2004-04-01,64
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2004-04-01,1
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2004-04-01,37
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2004-04-01,63
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2004-04-01,21
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2004-04-01,19
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2004-04-01,9
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2004-04-01,114
NSW,Drug offences,Manufacture drug,8479314,8479314,2004-04-01,5
NSW,Drug offences,Importing drugs,8479314,8479314,2004-04-01,11
NSW,Drug offences,Other drug offences,8479314,8479314,2004-04-01,260
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2004-04-01,860
NSW,Disorderly conduct,Trespass,8479314,8479314,2004-04-01,658
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2004-04-01,407
NSW,Disorderly conduct,Offensive language,8479314,8479314,2004-04-01,391
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2004-04-01,144
NSW,Betting and gaming offences,,8479314,8479314,2004-04-01,7
NSW,Liquor offences,,8479314,8479314,2004-04-01,1036
NSW,Pornography offences,,8479314,8479314,2004-04-01,4
NSW,Against justice procedures,Escape custody,8479314,8479314,2004-04-01,21
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2004-04-01,940
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2004-04-01,838
NSW,Against justice procedures,Fail to appear,8479314,8479314,2004-04-01,47
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2004-04-01,472
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2004-04-01,71
NSW,Transport regulatory offences,,8479314,8479314,2004-04-01,3585
NSW,Other offences,,8479314,8479314,2004-04-01,1645
NSW,Homicide,Murder *,8479314,8479314,2004-05-01,6
NSW,Homicide,Attempted murder,8479314,8479314,2004-05-01,10
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2004-05-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2004-05-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2004-05-01,1887
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2004-05-01,3088
NSW,Assault,Assault Police,8479314,8479314,2004-05-01,217
NSW,Sexual offences,Sexual assault,8479314,8479314,2004-05-01,310
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2004-05-01,401
NSW,Abduction and kidnapping,,8479314,8479314,2004-05-01,32
NSW,Robbery,Robbery without a weapon,8479314,8479314,2004-05-01,427
NSW,Robbery,Robbery with a firearm,8479314,8479314,2004-05-01,103
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2004-05-01,258
NSW,Blackmail and extortion,,8479314,8479314,2004-05-01,3
NSW,Coercive Control,,8479314,8479314,2004-05-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2004-05-01,1552
NSW,Other offences against the person,,8479314,8479314,2004-05-01,104
NSW,Theft,Break and enter dwelling,8479314,8479314,2004-05-01,4777
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2004-05-01,2571
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2004-05-01,695
NSW,Theft,Motor vehicle theft,8479314,8479314,2004-05-01,2727
NSW,Theft,Steal from motor vehicle,8479314,8479314,2004-05-01,4655
NSW,Theft,Steal from retail store,8479314,8479314,2004-05-01,1674
NSW,Theft,Steal from dwelling,8479314,8479314,2004-05-01,2051
NSW,Theft,Steal from person,8479314,8479314,2004-05-01,1145
NSW,Theft,Stock theft,8479314,8479314,2004-05-01,75
NSW,Theft,Fraud,8479314,8479314,2004-05-01,2722
NSW,Theft,Other theft,8479314,8479314,2004-05-01,3926
NSW,Arson,,8479314,8479314,2004-05-01,568
NSW,Malicious damage to property,,8479314,8479314,2004-05-01,7370
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2004-05-01,18
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2004-05-01,97
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2004-05-01,1004
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2004-05-01,166
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2004-05-01,46
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2004-05-01,74
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2004-05-01,7
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2004-05-01,40
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2004-05-01,74
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2004-05-01,62
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2004-05-01,15
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2004-05-01,4
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2004-05-01,77
NSW,Drug offences,Manufacture drug,8479314,8479314,2004-05-01,7
NSW,Drug offences,Importing drugs,8479314,8479314,2004-05-01,4
NSW,Drug offences,Other drug offences,8479314,8479314,2004-05-01,282
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2004-05-01,890
NSW,Disorderly conduct,Trespass,8479314,8479314,2004-05-01,640
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2004-05-01,371
NSW,Disorderly conduct,Offensive language,8479314,8479314,2004-05-01,356
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2004-05-01,133
NSW,Betting and gaming offences,,8479314,8479314,2004-05-01,13
NSW,Liquor offences,,8479314,8479314,2004-05-01,822
NSW,Pornography offences,,8479314,8479314,2004-05-01,9
NSW,Against justice procedures,Escape custody,8479314,8479314,2004-05-01,22
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2004-05-01,909
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2004-05-01,847
NSW,Against justice procedures,Fail to appear,8479314,8479314,2004-05-01,43
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2004-05-01,462
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2004-05-01,75
NSW,Transport regulatory offences,,8479314,8479314,2004-05-01,4148
NSW,Other offences,,8479314,8479314,2004-05-01,1486
NSW,Homicide,Murder *,8479314,8479314,2004-06-01,5
NSW,Homicide,Attempted murder,8479314,8479314,2004-06-01,4
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2004-06-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2004-06-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,2004-06-01,1946
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2004-06-01,2989
NSW,Assault,Assault Police,8479314,8479314,2004-06-01,196
NSW,Sexual offences,Sexual assault,8479314,8479314,2004-06-01,334
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2004-06-01,367
NSW,Abduction and kidnapping,,8479314,8479314,2004-06-01,37
NSW,Robbery,Robbery without a weapon,8479314,8479314,2004-06-01,327
NSW,Robbery,Robbery with a firearm,8479314,8479314,2004-06-01,84
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2004-06-01,216
NSW,Blackmail and extortion,,8479314,8479314,2004-06-01,2
NSW,Coercive Control,,8479314,8479314,2004-06-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2004-06-01,1721
NSW,Other offences against the person,,8479314,8479314,2004-06-01,108
NSW,Theft,Break and enter dwelling,8479314,8479314,2004-06-01,4261
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2004-06-01,2272
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2004-06-01,636
NSW,Theft,Motor vehicle theft,8479314,8479314,2004-06-01,2453
NSW,Theft,Steal from motor vehicle,8479314,8479314,2004-06-01,4501
NSW,Theft,Steal from retail store,8479314,8479314,2004-06-01,1534
NSW,Theft,Steal from dwelling,8479314,8479314,2004-06-01,1851
NSW,Theft,Steal from person,8479314,8479314,2004-06-01,984
NSW,Theft,Stock theft,8479314,8479314,2004-06-01,52
NSW,Theft,Fraud,8479314,8479314,2004-06-01,2760
NSW,Theft,Other theft,8479314,8479314,2004-06-01,3556
NSW,Arson,,8479314,8479314,2004-06-01,520
NSW,Malicious damage to property,,8479314,8479314,2004-06-01,7376
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2004-06-01,16
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2004-06-01,72
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2004-06-01,1076
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2004-06-01,149
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2004-06-01,42
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2004-06-01,60
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2004-06-01,15
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2004-06-01,52
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2004-06-01,75
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2004-06-01,55
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2004-06-01,20
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2004-06-01,5
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2004-06-01,65
NSW,Drug offences,Manufacture drug,8479314,8479314,2004-06-01,2
NSW,Drug offences,Importing drugs,8479314,8479314,2004-06-01,6
NSW,Drug offences,Other drug offences,8479314,8479314,2004-06-01,249
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2004-06-01,885
NSW,Disorderly conduct,Trespass,8479314,8479314,2004-06-01,593
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2004-06-01,376
NSW,Disorderly conduct,Offensive language,8479314,8479314,2004-06-01,363
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2004-06-01,124
NSW,Betting and gaming offences,,8479314,8479314,2004-06-01,33
NSW,Liquor offences,,8479314,8479314,2004-06-01,972
NSW,Pornography offences,,8479314,8479314,2004-06-01,7
NSW,Against justice procedures,Escape custody,8479314,8479314,2004-06-01,27
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2004-06-01,910
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2004-06-01,811
NSW,Against justice procedures,Fail to appear,8479314,8479314,2004-06-01,49
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2004-06-01,432
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2004-06-01,50
NSW,Transport regulatory offences,,8479314,8479314,2004-06-01,4072
NSW,Other offences,,8479314,8479314,2004-06-01,1419
NSW,Homicide,Murder *,8479314,8479314,2004-07-01,12
NSW,Homicide,Attempted murder,8479314,8479314,2004-07-01,9
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2004-07-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2004-07-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2004-07-01,1962
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2004-07-01,3047
NSW,Assault,Assault Police,8479314,8479314,2004-07-01,229
NSW,Sexual offences,Sexual assault,8479314,8479314,2004-07-01,337
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2004-07-01,409
NSW,Abduction and kidnapping,,8479314,8479314,2004-07-01,36
NSW,Robbery,Robbery without a weapon,8479314,8479314,2004-07-01,346
NSW,Robbery,Robbery with a firearm,8479314,8479314,2004-07-01,75
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2004-07-01,221
NSW,Blackmail and extortion,,8479314,8479314,2004-07-01,3
NSW,Coercive Control,,8479314,8479314,2004-07-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2004-07-01,1717
NSW,Other offences against the person,,8479314,8479314,2004-07-01,117
NSW,Theft,Break and enter dwelling,8479314,8479314,2004-07-01,4151
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2004-07-01,2435
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2004-07-01,620
NSW,Theft,Motor vehicle theft,8479314,8479314,2004-07-01,2507
NSW,Theft,Steal from motor vehicle,8479314,8479314,2004-07-01,4784
NSW,Theft,Steal from retail store,8479314,8479314,2004-07-01,1571
NSW,Theft,Steal from dwelling,8479314,8479314,2004-07-01,1940
NSW,Theft,Steal from person,8479314,8479314,2004-07-01,1103
NSW,Theft,Stock theft,8479314,8479314,2004-07-01,65
NSW,Theft,Fraud,8479314,8479314,2004-07-01,2536
NSW,Theft,Other theft,8479314,8479314,2004-07-01,3668
NSW,Arson,,8479314,8479314,2004-07-01,577
NSW,Malicious damage to property,,8479314,8479314,2004-07-01,7855
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2004-07-01,8
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2004-07-01,69
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2004-07-01,861
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2004-07-01,152
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2004-07-01,32
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2004-07-01,79
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2004-07-01,8
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2004-07-01,96
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2004-07-01,48
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2004-07-01,36
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2004-07-01,13
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2004-07-01,6
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2004-07-01,53
NSW,Drug offences,Manufacture drug,8479314,8479314,2004-07-01,10
NSW,Drug offences,Importing drugs,8479314,8479314,2004-07-01,1
NSW,Drug offences,Other drug offences,8479314,8479314,2004-07-01,220
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2004-07-01,543
NSW,Disorderly conduct,Trespass,8479314,8479314,2004-07-01,577
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2004-07-01,377
NSW,Disorderly conduct,Offensive language,8479314,8479314,2004-07-01,396
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2004-07-01,109
NSW,Betting and gaming offences,,8479314,8479314,2004-07-01,28
NSW,Liquor offences,,8479314,8479314,2004-07-01,886
NSW,Pornography offences,,8479314,8479314,2004-07-01,12
NSW,Against justice procedures,Escape custody,8479314,8479314,2004-07-01,20
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2004-07-01,925
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2004-07-01,753
NSW,Against justice procedures,Fail to appear,8479314,8479314,2004-07-01,45
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2004-07-01,500
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2004-07-01,75
NSW,Transport regulatory offences,,8479314,8479314,2004-07-01,3916
NSW,Other offences,,8479314,8479314,2004-07-01,1532
NSW,Homicide,Murder *,8479314,8479314,2004-08-01,7
NSW,Homicide,Attempted murder,8479314,8479314,2004-08-01,6
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2004-08-01,2
NSW,Homicide,Manslaughter *,8479314,8479314,2004-08-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,2004-08-01,2018
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2004-08-01,3211
NSW,Assault,Assault Police,8479314,8479314,2004-08-01,219
NSW,Sexual offences,Sexual assault,8479314,8479314,2004-08-01,361
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2004-08-01,460
NSW,Abduction and kidnapping,,8479314,8479314,2004-08-01,25
NSW,Robbery,Robbery without a weapon,8479314,8479314,2004-08-01,373
NSW,Robbery,Robbery with a firearm,8479314,8479314,2004-08-01,29
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2004-08-01,194
NSW,Blackmail and extortion,,8479314,8479314,2004-08-01,7
NSW,Coercive Control,,8479314,8479314,2004-08-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2004-08-01,1650
NSW,Other offences against the person,,8479314,8479314,2004-08-01,114
NSW,Theft,Break and enter dwelling,8479314,8479314,2004-08-01,4381
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2004-08-01,2553
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2004-08-01,658
NSW,Theft,Motor vehicle theft,8479314,8479314,2004-08-01,2706
NSW,Theft,Steal from motor vehicle,8479314,8479314,2004-08-01,4976
NSW,Theft,Steal from retail store,8479314,8479314,2004-08-01,1597
NSW,Theft,Steal from dwelling,8479314,8479314,2004-08-01,2108
NSW,Theft,Steal from person,8479314,8479314,2004-08-01,1014
NSW,Theft,Stock theft,8479314,8479314,2004-08-01,64
NSW,Theft,Fraud,8479314,8479314,2004-08-01,3161
NSW,Theft,Other theft,8479314,8479314,2004-08-01,3893
NSW,Arson,,8479314,8479314,2004-08-01,566
NSW,Malicious damage to property,,8479314,8479314,2004-08-01,8577
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2004-08-01,21
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2004-08-01,60
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2004-08-01,874
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2004-08-01,152
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2004-08-01,47
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2004-08-01,70
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2004-08-01,5
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2004-08-01,47
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2004-08-01,49
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2004-08-01,45
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2004-08-01,15
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2004-08-01,7
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2004-08-01,62
NSW,Drug offences,Manufacture drug,8479314,8479314,2004-08-01,2
NSW,Drug offences,Importing drugs,8479314,8479314,2004-08-01,5
NSW,Drug offences,Other drug offences,8479314,8479314,2004-08-01,231
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2004-08-01,636
NSW,Disorderly conduct,Trespass,8479314,8479314,2004-08-01,642
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2004-08-01,433
NSW,Disorderly conduct,Offensive language,8479314,8479314,2004-08-01,428
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2004-08-01,155
NSW,Betting and gaming offences,,8479314,8479314,2004-08-01,50
NSW,Liquor offences,,8479314,8479314,2004-08-01,953
NSW,Pornography offences,,8479314,8479314,2004-08-01,6
NSW,Against justice procedures,Escape custody,8479314,8479314,2004-08-01,22
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2004-08-01,972
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2004-08-01,857
NSW,Against justice procedures,Fail to appear,8479314,8479314,2004-08-01,33
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2004-08-01,483
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2004-08-01,72
NSW,Transport regulatory offences,,8479314,8479314,2004-08-01,3677
NSW,Other offences,,8479314,8479314,2004-08-01,1483
NSW,Homicide,Murder *,8479314,8479314,2004-09-01,4
NSW,Homicide,Attempted murder,8479314,8479314,2004-09-01,5
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2004-09-01,1
NSW,Homicide,Manslaughter *,8479314,8479314,2004-09-01,2
NSW,Assault,Domestic violence related assault,8479314,8479314,2004-09-01,1955
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2004-09-01,3172
NSW,Assault,Assault Police,8479314,8479314,2004-09-01,203
NSW,Sexual offences,Sexual assault,8479314,8479314,2004-09-01,309
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2004-09-01,459
NSW,Abduction and kidnapping,,8479314,8479314,2004-09-01,35
NSW,Robbery,Robbery without a weapon,8479314,8479314,2004-09-01,345
NSW,Robbery,Robbery with a firearm,8479314,8479314,2004-09-01,42
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2004-09-01,185
NSW,Blackmail and extortion,,8479314,8479314,2004-09-01,5
NSW,Coercive Control,,8479314,8479314,2004-09-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2004-09-01,1720
NSW,Other offences against the person,,8479314,8479314,2004-09-01,105
NSW,Theft,Break and enter dwelling,8479314,8479314,2004-09-01,3943
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2004-09-01,2116
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2004-09-01,598
NSW,Theft,Motor vehicle theft,8479314,8479314,2004-09-01,2641
NSW,Theft,Steal from motor vehicle,8479314,8479314,2004-09-01,4766
NSW,Theft,Steal from retail store,8479314,8479314,2004-09-01,1453
NSW,Theft,Steal from dwelling,8479314,8479314,2004-09-01,2009
NSW,Theft,Steal from person,8479314,8479314,2004-09-01,976
NSW,Theft,Stock theft,8479314,8479314,2004-09-01,59
NSW,Theft,Fraud,8479314,8479314,2004-09-01,2755
