state,offence_category,subcategory,2025_population,2026_population,month,incident_count
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2010-07-01,4
NSW,Homicide,Manslaughter *,8479314,8479314,2010-07-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,2010-07-01,1962
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2010-07-01,2899
NSW,Assault,Assault Police,8479314,8479314,2010-07-01,194
NSW,Sexual offences,Sexual assault,8479314,8479314,2010-07-01,339
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2010-07-01,402
NSW,Abduction and kidnapping,,8479314,8479314,2010-07-01,26
NSW,Robbery,Robbery without a weapon,8479314,8479314,2010-07-01,296
NSW,Robbery,Robbery with a firearm,8479314,8479314,2010-07-01,39
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2010-07-01,119
NSW,Blackmail and extortion,,8479314,8479314,2010-07-01,8
NSW,Coercive Control,,8479314,8479314,2010-07-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2010-07-01,2281
NSW,Other offences against the person,,8479314,8479314,2010-07-01,100
NSW,Theft,Break and enter dwelling,8479314,8479314,2010-07-01,3081
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2010-07-01,1298
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2010-07-01,425
NSW,Theft,Motor vehicle theft,8479314,8479314,2010-07-01,1694
NSW,Theft,Steal from motor vehicle,8479314,8479314,2010-07-01,3499
NSW,Theft,Steal from retail store,8479314,8479314,2010-07-01,1766
NSW,Theft,Steal from dwelling,8479314,8479314,2010-07-01,1625
NSW,Theft,Steal from person,8479314,8479314,2010-07-01,610
NSW,Theft,Stock theft,8479314,8479314,2010-07-01,50
NSW,Theft,Fraud,8479314,8479314,2010-07-01,3056
NSW,Theft,Other theft,8479314,8479314,2010-07-01,2690
NSW,Arson,,8479314,8479314,2010-07-01,472
NSW,Malicious damage to property,,8479314,8479314,2010-07-01,7608
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2010-07-01,43
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2010-07-01,56
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2010-07-01,1178
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2010-07-01,175
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2010-07-01,30
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2010-07-01,149
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2010-07-01,11
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2010-07-01,54
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2010-07-01,48
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2010-07-01,119
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2010-07-01,15
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2010-07-01,17
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2010-07-01,49
NSW,Drug offences,Manufacture drug,8479314,8479314,2010-07-01,7
NSW,Drug offences,Importing drugs,8479314,8479314,2010-07-01,5
NSW,Drug offences,Other drug offences,8479314,8479314,2010-07-01,314
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2010-07-01,572
NSW,Disorderly conduct,Trespass,8479314,8479314,2010-07-01,638
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2010-07-01,688
NSW,Disorderly conduct,Offensive language,8479314,8479314,2010-07-01,478
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2010-07-01,138
NSW,Betting and gaming offences,,8479314,8479314,2010-07-01,33
NSW,Liquor offences,,8479314,8479314,2010-07-01,1363
NSW,Pornography offences,,8479314,8479314,2010-07-01,19
NSW,Against justice procedures,Escape custody,8479314,8479314,2010-07-01,11
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2010-07-01,886
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2010-07-01,2177
NSW,Against justice procedures,Fail to appear,8479314,8479314,2010-07-01,113
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2010-07-01,563
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2010-07-01,33
NSW,Transport regulatory offences,,8479314,8479314,2010-07-01,4692
NSW,Other offences,,8479314,8479314,2010-07-01,1160
NSW,Homicide,Murder *,8479314,8479314,2010-08-01,7
NSW,Homicide,Attempted murder,8479314,8479314,2010-08-01,5
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2010-08-01,1
NSW,Homicide,Manslaughter *,8479314,8479314,2010-08-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2010-08-01,2005
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2010-08-01,3276
NSW,Assault,Assault Police,8479314,8479314,2010-08-01,178
NSW,Sexual offences,Sexual assault,8479314,8479314,2010-08-01,370
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2010-08-01,443
NSW,Abduction and kidnapping,,8479314,8479314,2010-08-01,30
NSW,Robbery,Robbery without a weapon,8479314,8479314,2010-08-01,254
NSW,Robbery,Robbery with a firearm,8479314,8479314,2010-08-01,52
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2010-08-01,120
NSW,Blackmail and extortion,,8479314,8479314,2010-08-01,8
NSW,Coercive Control,,8479314,8479314,2010-08-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2010-08-01,2439
NSW,Other offences against the person,,8479314,8479314,2010-08-01,110
NSW,Theft,Break and enter dwelling,8479314,8479314,2010-08-01,3324
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2010-08-01,1427
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2010-08-01,445
NSW,Theft,Motor vehicle theft,8479314,8479314,2010-08-01,1613
NSW,Theft,Steal from motor vehicle,8479314,8479314,2010-08-01,3911
NSW,Theft,Steal from retail store,8479314,8479314,2010-08-01,1622
NSW,Theft,Steal from dwelling,8479314,8479314,2010-08-01,1577
NSW,Theft,Steal from person,8479314,8479314,2010-08-01,650
NSW,Theft,Stock theft,8479314,8479314,2010-08-01,57
NSW,Theft,Fraud,8479314,8479314,2010-08-01,2906
NSW,Theft,Other theft,8479314,8479314,2010-08-01,2744
NSW,Arson,,8479314,8479314,2010-08-01,503
NSW,Malicious damage to property,,8479314,8479314,2010-08-01,7797
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2010-08-01,37
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2010-08-01,70
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2010-08-01,1246
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2010-08-01,171
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2010-08-01,51
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2010-08-01,177
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2010-08-01,11
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2010-08-01,60
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2010-08-01,79
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2010-08-01,89
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2010-08-01,42
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2010-08-01,29
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2010-08-01,46
NSW,Drug offences,Manufacture drug,8479314,8479314,2010-08-01,8
NSW,Drug offences,Importing drugs,8479314,8479314,2010-08-01,1
NSW,Drug offences,Other drug offences,8479314,8479314,2010-08-01,332
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2010-08-01,645
NSW,Disorderly conduct,Trespass,8479314,8479314,2010-08-01,668
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2010-08-01,707
NSW,Disorderly conduct,Offensive language,8479314,8479314,2010-08-01,442
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2010-08-01,99
NSW,Betting and gaming offences,,8479314,8479314,2010-08-01,30
NSW,Liquor offences,,8479314,8479314,2010-08-01,1071
NSW,Pornography offences,,8479314,8479314,2010-08-01,26
NSW,Against justice procedures,Escape custody,8479314,8479314,2010-08-01,16
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2010-08-01,1021
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2010-08-01,2056
NSW,Against justice procedures,Fail to appear,8479314,8479314,2010-08-01,103
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2010-08-01,469
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2010-08-01,30
NSW,Transport regulatory offences,,8479314,8479314,2010-08-01,4061
NSW,Other offences,,8479314,8479314,2010-08-01,1290
NSW,Homicide,Murder *,8479314,8479314,2010-09-01,5
NSW,Homicide,Attempted murder,8479314,8479314,2010-09-01,1
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2010-09-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2010-09-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2010-09-01,2086
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2010-09-01,3223
NSW,Assault,Assault Police,8479314,8479314,2010-09-01,184
NSW,Sexual offences,Sexual assault,8479314,8479314,2010-09-01,376
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2010-09-01,434
NSW,Abduction and kidnapping,,8479314,8479314,2010-09-01,17
NSW,Robbery,Robbery without a weapon,8479314,8479314,2010-09-01,265
NSW,Robbery,Robbery with a firearm,8479314,8479314,2010-09-01,41
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2010-09-01,122
NSW,Blackmail and extortion,,8479314,8479314,2010-09-01,6
NSW,Coercive Control,,8479314,8479314,2010-09-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2010-09-01,2457
NSW,Other offences against the person,,8479314,8479314,2010-09-01,117
NSW,Theft,Break and enter dwelling,8479314,8479314,2010-09-01,3343
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2010-09-01,1322
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2010-09-01,426
NSW,Theft,Motor vehicle theft,8479314,8479314,2010-09-01,1568
NSW,Theft,Steal from motor vehicle,8479314,8479314,2010-09-01,3489
NSW,Theft,Steal from retail store,8479314,8479314,2010-09-01,1676
NSW,Theft,Steal from dwelling,8479314,8479314,2010-09-01,1661
NSW,Theft,Steal from person,8479314,8479314,2010-09-01,615
NSW,Theft,Stock theft,8479314,8479314,2010-09-01,42
NSW,Theft,Fraud,8479314,8479314,2010-09-01,2990
NSW,Theft,Other theft,8479314,8479314,2010-09-01,2795
NSW,Arson,,8479314,8479314,2010-09-01,509
NSW,Malicious damage to property,,8479314,8479314,2010-09-01,7826
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2010-09-01,26
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2010-09-01,72
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2010-09-01,1155
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2010-09-01,209
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2010-09-01,96
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2010-09-01,200
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2010-09-01,5
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2010-09-01,37
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2010-09-01,55
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2010-09-01,116
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2010-09-01,28
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2010-09-01,17
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2010-09-01,93
NSW,Drug offences,Manufacture drug,8479314,8479314,2010-09-01,6
NSW,Drug offences,Importing drugs,8479314,8479314,2010-09-01,0
NSW,Drug offences,Other drug offences,8479314,8479314,2010-09-01,327
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2010-09-01,571
NSW,Disorderly conduct,Trespass,8479314,8479314,2010-09-01,677
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2010-09-01,758
NSW,Disorderly conduct,Offensive language,8479314,8479314,2010-09-01,495
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2010-09-01,111
NSW,Betting and gaming offences,,8479314,8479314,2010-09-01,27
NSW,Liquor offences,,8479314,8479314,2010-09-01,1420
NSW,Pornography offences,,8479314,8479314,2010-09-01,24
NSW,Against justice procedures,Escape custody,8479314,8479314,2010-09-01,11
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2010-09-01,993
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2010-09-01,2147
NSW,Against justice procedures,Fail to appear,8479314,8479314,2010-09-01,109
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2010-09-01,524
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2010-09-01,35
NSW,Transport regulatory offences,,8479314,8479314,2010-09-01,4446
NSW,Other offences,,8479314,8479314,2010-09-01,1141
NSW,Homicide,Murder *,8479314,8479314,2010-10-01,8
NSW,Homicide,Attempted murder,8479314,8479314,2010-10-01,2
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2010-10-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2010-10-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2010-10-01,2196
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2010-10-01,3376
NSW,Assault,Assault Police,8479314,8479314,2010-10-01,192
NSW,Sexual offences,Sexual assault,8479314,8479314,2010-10-01,358
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2010-10-01,409
NSW,Abduction and kidnapping,,8479314,8479314,2010-10-01,26
NSW,Robbery,Robbery without a weapon,8479314,8479314,2010-10-01,236
NSW,Robbery,Robbery with a firearm,8479314,8479314,2010-10-01,35
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2010-10-01,111
NSW,Blackmail and extortion,,8479314,8479314,2010-10-01,3
NSW,Coercive Control,,8479314,8479314,2010-10-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2010-10-01,2512
NSW,Other offences against the person,,8479314,8479314,2010-10-01,120
NSW,Theft,Break and enter dwelling,8479314,8479314,2010-10-01,3477
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2010-10-01,1441
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2010-10-01,409
NSW,Theft,Motor vehicle theft,8479314,8479314,2010-10-01,1580
NSW,Theft,Steal from motor vehicle,8479314,8479314,2010-10-01,3793
NSW,Theft,Steal from retail store,8479314,8479314,2010-10-01,1671
NSW,Theft,Steal from dwelling,8479314,8479314,2010-10-01,1798
NSW,Theft,Steal from person,8479314,8479314,2010-10-01,732
NSW,Theft,Stock theft,8479314,8479314,2010-10-01,52
NSW,Theft,Fraud,8479314,8479314,2010-10-01,2759
NSW,Theft,Other theft,8479314,8479314,2010-10-01,2745
NSW,Arson,,8479314,8479314,2010-10-01,490
NSW,Malicious damage to property,,8479314,8479314,2010-10-01,8274
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2010-10-01,47
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2010-10-01,65
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2010-10-01,1189
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2010-10-01,208
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2010-10-01,142
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2010-10-01,180
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2010-10-01,12
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2010-10-01,29
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2010-10-01,44
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2010-10-01,65
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2010-10-01,28
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2010-10-01,15
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2010-10-01,60
NSW,Drug offences,Manufacture drug,8479314,8479314,2010-10-01,12
NSW,Drug offences,Importing drugs,8479314,8479314,2010-10-01,1
NSW,Drug offences,Other drug offences,8479314,8479314,2010-10-01,354
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2010-10-01,684
NSW,Disorderly conduct,Trespass,8479314,8479314,2010-10-01,742
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2010-10-01,856
NSW,Disorderly conduct,Offensive language,8479314,8479314,2010-10-01,478
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2010-10-01,133
NSW,Betting and gaming offences,,8479314,8479314,2010-10-01,42
NSW,Liquor offences,,8479314,8479314,2010-10-01,1481
NSW,Pornography offences,,8479314,8479314,2010-10-01,16
NSW,Against justice procedures,Escape custody,8479314,8479314,2010-10-01,19
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2010-10-01,1069
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2010-10-01,2341
NSW,Against justice procedures,Fail to appear,8479314,8479314,2010-10-01,101
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2010-10-01,595
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2010-10-01,54
NSW,Transport regulatory offences,,8479314,8479314,2010-10-01,4427
NSW,Other offences,,8479314,8479314,2010-10-01,1207
NSW,Homicide,Murder *,8479314,8479314,2010-11-01,10
NSW,Homicide,Attempted murder,8479314,8479314,2010-11-01,2
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2010-11-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2010-11-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,2010-11-01,2205
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2010-11-01,3425
NSW,Assault,Assault Police,8479314,8479314,2010-11-01,186
NSW,Sexual offences,Sexual assault,8479314,8479314,2010-11-01,438
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2010-11-01,434
NSW,Abduction and kidnapping,,8479314,8479314,2010-11-01,26
NSW,Robbery,Robbery without a weapon,8479314,8479314,2010-11-01,255
NSW,Robbery,Robbery with a firearm,8479314,8479314,2010-11-01,30
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2010-11-01,119
NSW,Blackmail and extortion,,8479314,8479314,2010-11-01,8
NSW,Coercive Control,,8479314,8479314,2010-11-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2010-11-01,2503
NSW,Other offences against the person,,8479314,8479314,2010-11-01,110
NSW,Theft,Break and enter dwelling,8479314,8479314,2010-11-01,3481
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2010-11-01,1519
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2010-11-01,483
NSW,Theft,Motor vehicle theft,8479314,8479314,2010-11-01,1572
NSW,Theft,Steal from motor vehicle,8479314,8479314,2010-11-01,3611
NSW,Theft,Steal from retail store,8479314,8479314,2010-11-01,1569
NSW,Theft,Steal from dwelling,8479314,8479314,2010-11-01,1760
NSW,Theft,Steal from person,8479314,8479314,2010-11-01,676
NSW,Theft,Stock theft,8479314,8479314,2010-11-01,42
NSW,Theft,Fraud,8479314,8479314,2010-11-01,2833
NSW,Theft,Other theft,8479314,8479314,2010-11-01,3033
NSW,Arson,,8479314,8479314,2010-11-01,427
NSW,Malicious damage to property,,8479314,8479314,2010-11-01,7721
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2010-11-01,35
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2010-11-01,55
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2010-11-01,1192
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2010-11-01,178
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2010-11-01,116
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2010-11-01,183
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2010-11-01,15
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2010-11-01,34
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2010-11-01,46
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2010-11-01,84
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2010-11-01,32
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2010-11-01,13
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2010-11-01,203
NSW,Drug offences,Manufacture drug,8479314,8479314,2010-11-01,8
NSW,Drug offences,Importing drugs,8479314,8479314,2010-11-01,0
NSW,Drug offences,Other drug offences,8479314,8479314,2010-11-01,332
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2010-11-01,685
NSW,Disorderly conduct,Trespass,8479314,8479314,2010-11-01,735
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2010-11-01,647
NSW,Disorderly conduct,Offensive language,8479314,8479314,2010-11-01,498
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2010-11-01,129
NSW,Betting and gaming offences,,8479314,8479314,2010-11-01,13
NSW,Liquor offences,,8479314,8479314,2010-11-01,1336
NSW,Pornography offences,,8479314,8479314,2010-11-01,19
NSW,Against justice procedures,Escape custody,8479314,8479314,2010-11-01,12
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2010-11-01,1050
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2010-11-01,2153
NSW,Against justice procedures,Fail to appear,8479314,8479314,2010-11-01,90
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2010-11-01,568
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2010-11-01,35
NSW,Transport regulatory offences,,8479314,8479314,2010-11-01,4726
NSW,Other offences,,8479314,8479314,2010-11-01,1202
NSW,Homicide,Murder *,8479314,8479314,2010-12-01,4
NSW,Homicide,Attempted murder,8479314,8479314,2010-12-01,4
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2010-12-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2010-12-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,2010-12-01,2604
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2010-12-01,3558
NSW,Assault,Assault Police,8479314,8479314,2010-12-01,273
NSW,Sexual offences,Sexual assault,8479314,8479314,2010-12-01,354
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2010-12-01,401
NSW,Abduction and kidnapping,,8479314,8479314,2010-12-01,29
NSW,Robbery,Robbery without a weapon,8479314,8479314,2010-12-01,247
NSW,Robbery,Robbery with a firearm,8479314,8479314,2010-12-01,55
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2010-12-01,125
NSW,Blackmail and extortion,,8479314,8479314,2010-12-01,4
NSW,Coercive Control,,8479314,8479314,2010-12-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,2010-12-01,2505
NSW,Other offences against the person,,8479314,8479314,2010-12-01,112
NSW,Theft,Break and enter dwelling,8479314,8479314,2010-12-01,3402
NSW,Theft,Break and enter non-dwelling,8479314,8479314,2010-12-01,1437
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,2010-12-01,557
NSW,Theft,Motor vehicle theft,8479314,8479314,2010-12-01,1573
NSW,Theft,Steal from motor vehicle,8479314,8479314,2010-12-01,3670
NSW,Theft,Steal from retail store,8479314,8479314,2010-12-01,1919
NSW,Theft,Steal from dwelling,8479314,8479314,2010-12-01,1909
NSW,Theft,Steal from person,8479314,8479314,2010-12-01,807
NSW,Theft,Stock theft,8479314,8479314,2010-12-01,44
NSW,Theft,Fraud,8479314,8479314,2010-12-01,2685
NSW,Theft,Other theft,8479314,8479314,2010-12-01,3184
NSW,Arson,,8479314,8479314,2010-12-01,492
NSW,Malicious damage to property,,8479314,8479314,2010-12-01,7662
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,2010-12-01,46
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,2010-12-01,80
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,2010-12-01,1136
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,2010-12-01,209
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,2010-12-01,55
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,2010-12-01,201
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,2010-12-01,25
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,2010-12-01,49
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,2010-12-01,53
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,2010-12-01,142
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,2010-12-01,25
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,2010-12-01,38
NSW,Drug offences,Cultivating cannabis,8479314,8479314,2010-12-01,113
NSW,Drug offences,Manufacture drug,8479314,8479314,2010-12-01,8
NSW,Drug offences,Importing drugs,8479314,8479314,2010-12-01,2
NSW,Drug offences,Other drug offences,8479314,8479314,2010-12-01,349
NSW,Prohibited and regulated weapons offences,,8479314,8479314,2010-12-01,663
NSW,Disorderly conduct,Trespass,8479314,8479314,2010-12-01,787
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,2010-12-01,1041
NSW,Disorderly conduct,Offensive language,8479314,8479314,2010-12-01,632
NSW,Disorderly conduct,Criminal intent,8479314,8479314,2010-12-01,138
NSW,Betting and gaming offences,,8479314,8479314,2010-12-01,30
NSW,Liquor offences,,8479314,8479314,2010-12-01,2229
NSW,Pornography offences,,8479314,8479314,2010-12-01,11
NSW,Against justice procedures,Escape custody,8479314,8479314,2010-12-01,20
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,2010-12-01,1110
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,2010-12-01,2679
NSW,Against justice procedures,Fail to appear,8479314,8479314,2010-12-01,108
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,2010-12-01,785
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,2010-12-01,43
NSW,Transport regulatory offences,,8479314,8479314,2010-12-01,5144
NSW,Other offences,,8479314,8479314,2010-12-01,1595
NSW,Homicide,Murder *,8479314,8479314,2011-01-01,7
NSW,Homicide,Attempted murder,8479314,8479314,2011-01-01,8
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,2011-01-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,2011-01-01,2
NSW,Assault,Domestic violence related assault,8479314,8479314,2011-01-01,2821
NSW,Assault,Non-domestic violence related assault,8479314,8479314,2011-01-01,3434
NSW,Assault,Assault Police,8479314,8479314,2011-01-01,286
NSW,Sexual offences,Sexual assault,8479314,8479314,2011-01-01,337
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,2011-01-01,486
NSW,Abduction and kidnapping,,8479314,8479314,2011-01-01,20
NSW,Robbery,Robbery without a weapon,8479314,8479314,2011-01-01,321
NSW,Robbery,Robbery with a firearm,8479314,8479314,2011-01-01,34
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,2011-01-01,116
NSW,Blackmail and extortion,,8479314,8479314,2011-01-01,9
NSW,Coercive Control,,8479314,8479314,2011-01-01,0
