sal_code,sal_name,total_population,completed_year12,total_labour_force,total_unemployed,median_weekly_household_income,served_in_adf,total_volunteers
12860,Murrah,82,44,42,6,1542,0,16
12861,Murrami,288,54,102,0,1542,0,31
12862,Murrawombie,29,9,3,0,1625,0,0
12863,Murray Downs,274,106,156,0,2416,7,77
12864,Murray Gorge,0,0,0,0,0,0,0
12865,Murrays Beach,882,399,417,10,2303,21,127
12866,Murrays Run,140,72,76,4,1541,6,33
12867,Murrengenburg,0,0,0,0,0,0,0
12868,Murrin Bridge,57,4,10,7,662,0,3
12869,Murringo,390,120,180,0,1258,11,57
12870,Murrulebale,61,19,43,0,2124,0,12
12871,Murrumbateman,3607,1887,2091,61,3348,258,616
12872,Murrumbo,4,0,4,0,2250,0,4
12873,Murrumbucca,82,36,39,0,2200,12,28
12874,Murrumburrah,81,26,55,0,1666,0,20
12875,Murrurundi,945,270,381,27,877,31,169
12876,Murulla,23,8,15,0,2625,0,6
12877,Murwillumbah,7616,2586,3190,175,1147,181,1019
12878,Muscle Creek,313,85,192,3,3083,4,46
12879,Muswellbrook,12272,3058,5638,339,1603,259,960
12880,Mutawintji,30,14,17,0,1187,0,0
12881,Muttama,140,40,57,3,1833,0,15
12882,Myall Creek,27,6,18,0,1125,0,7
12883,Myall Lake,0,0,0,0,0,0,0
12884,Myall Park (NSW),226,76,143,6,1974,6,46
12885,Myalla (NSW),4,0,0,0,1875,0,0
12886,Mylestom,336,118,142,9,1083,8,45
12887,Mylneford,78,20,35,0,1468,4,5
12888,Myocum,1217,596,559,26,1505,19,220
12889,Myola (NSW),94,30,29,0,979,0,13
12890,Myrtle Creek (NSW),92,22,24,4,850,7,13
12891,Myrtle Mountain,75,41,43,0,1625,0,14
12892,Myrtle Park,51,17,26,0,899,0,12
12893,Myrtleville,100,31,51,0,1375,0,29
12894,Mystery Bay,199,95,63,0,1125,13,36
12895,Myuna Bay,0,0,0,0,0,0,0
12896,Nabiac,1294,343,561,25,1253,26,164
12897,Nadgee,0,0,0,0,0,0,0
12898,Nambucca Heads,6675,1841,2102,168,839,300,887
12899,Namoi River,61,13,32,0,1062,0,9
12900,Nana Glen,1132,376,569,23,1540,39,159
12901,Nangus,240,56,115,5,1333,5,51
12902,Nanima,252,157,155,0,2974,8,56
12903,Napoleon Reef,130,55,62,0,1859,9,24
12904,Naradhan,63,21,45,0,1749,0,15
12905,Narara,8471,3580,4320,192,1896,185,1015
12906,Narellan,3358,1090,1624,64,1706,52,232
12907,Narellan Vale,6931,2586,3750,108,2248,115,495
12908,Naremburn,5924,3865,3421,110,3272,80,822
12909,Narooma,2731,969,981,36,926,101,442
12910,Narrabarba,22,4,12,0,725,0,6
12911,Narrabeen,8255,4380,4033,126,1780,355,1103
12912,Narrabri,7327,2193,3611,133,1590,132,1018
12913,Narraburra,70,22,39,0,1343,0,10
12914,Narran Lake,14,5,11,0,3750,0,0
12915,Narrandera,4369,1084,1820,113,1113,119,658
12916,Narrangullen,9,3,3,0,4750,0,3
12917,Narrawa,112,41,63,0,2166,4,18
12918,Narrawallee,1487,582,607,32,1309,53,236
12919,Narraweena,6971,3253,3316,113,1935,127,643
12920,Narromine,4608,1201,1980,94,1306,76,694
12921,Narwee,5411,2880,2308,149,1431,33,357
12922,Nashdale,403,189,232,7,2180,9,81
12923,Nashua,267,124,127,5,2025,7,49
12924,Nattai,77,28,36,0,1149,0,5
12925,Naughtons Gap,137,31,64,0,1792,3,12
12926,Neath,430,76,153,17,792,20,39
12927,Nebea,18,12,14,0,2125,0,5
12928,Neilrex,81,24,51,0,1437,5,18
12929,Nelligen,399,106,190,10,1148,17,61
12930,Nelson (Bega Valley - NSW),12,6,6,0,899,0,3
12931,Nelson (The Hills Shire - NSW),460,163,245,9,2399,12,68
12932,Nelson Bay (NSW),6141,2456,2650,133,1305,295,894
12933,Nelsons Plains,326,98,151,3,2250,15,46
12934,Nelungaloo,47,17,21,0,1812,0,3
12935,Nemingha,705,212,368,13,1741,20,85
12936,Nericon,278,54,141,0,1890,0,27
12937,Neringla,17,6,3,0,1125,0,0
12938,Nerong,168,48,47,0,862,13,11
12939,Nerriga,77,14,41,4,1062,5,12
12940,Nerrigundah,40,12,18,3,1312,0,3
12941,Nethercote,332,104,165,8,1375,15,70
12942,Neurea,129,64,77,3,1916,3,15
12943,Neutral Bay,10090,7275,6293,236,2443,167,1356
12944,Never Never,0,0,0,0,0,0,0
12945,Nevertire,135,53,79,0,1437,0,33
12946,Neville,229,63,110,7,1553,5,47
12947,New Berrima,598,161,310,11,1607,5,51
12948,New Brighton,368,190,165,10,1634,8,46
12949,New Buildings,31,10,19,0,687,0,4
12950,New Italy,249,74,122,6,1158,5,41
12951,New Lambton,10651,4879,5688,197,1853,235,1317
12952,New Lambton Heights,2610,1374,1415,52,2742,67,400
12953,New Mexico,59,18,31,0,2124,6,15
12954,New Park,142,33,50,3,1020,3,26
12955,New Valley,32,13,13,0,725,0,9
12956,Newbold,8,0,4,0,1375,0,0
12957,Newbridge (NSW),223,72,98,3,1428,7,29
12958,Newcastle,3852,2425,2466,113,1943,171,595
12959,Newcastle East,1061,576,545,26,1891,21,171
12960,Newcastle West,1453,913,814,40,1639,92,203
12961,Newee Creek,418,141,186,3,1347,12,62
12962,Newington (NSW),5648,3554,2937,124,2465,64,578
12963,Newnes,7,0,0,0,2250,0,0
12964,Newnes Plateau,0,0,0,0,0,0,0
12965,Newport (NSW),9659,5680,5334,172,2479,159,1497
12966,Newrybar,532,250,247,12,1843,6,92
12967,Newstead (NSW),19,10,15,0,1249,0,5
12968,Newton Boyd,21,3,12,0,1375,0,3
12969,Newtown (NSW),14690,10803,9920,406,2330,179,2232
12970,Niagara Park,2779,1133,1395,62,1780,56,335
12971,Niangala,149,48,85,0,1375,0,29
12972,Niemur,74,22,33,0,1812,0,14
12973,Nightcap,0,0,0,0,0,0,0
12974,Nimbin,1607,584,541,47,798,37,340
12975,Nimmitabel,324,105,145,6,1073,9,81
12976,Nimmo,24,12,17,0,1874,0,11
12977,Nirimba Fields,1632,938,878,40,2567,19,89
12978,Nobbys Creek,306,113,136,0,1949,8,58
12979,Nombi,55,27,36,0,2250,0,18
12980,Noona,21,0,20,0,1208,0,9
12981,Noorong,20,9,14,0,1374,0,7
12982,Nooroo,48,12,18,0,1562,0,4
12983,Norah Head,1149,395,518,17,1711,23,144
12984,Noraville,3001,961,1382,76,1480,76,246
12985,Nords Wharf,895,321,433,17,1679,22,110
12986,Normanhurst,5387,3203,2658,117,2590,88,875
12987,North Albury,6232,1885,2820,189,1159,180,602
12988,North Arm (NSW),117,30,54,5,1562,6,6
12989,North Arm Cove,552,187,207,16,1272,22,91
12990,North Avoca,2318,1236,1239,45,2511,34,382
12991,North Balgowlah,3816,2101,1925,57,4212,42,590
12992,North Batemans Bay,794,272,360,24,1268,38,85
12993,North Boambee Valley,2318,760,913,28,1414,64,236
12994,North Bondi,9290,5955,5246,186,3292,90,1401
12995,North Bourke,200,77,118,0,1781,3,36
12996,North Brother,0,0,0,0,0,0,0
12997,North Casino,1000,311,548,22,1968,25,142
12998,North Curl Curl,4288,2334,2293,71,3611,52,667
12999,North Dorrigo,186,63,84,0,933,5,40
13000,North Epping,4657,2912,2412,97,3062,88,882
13001,North Gosford,3986,1735,1975,130,1406,79,425
13002,North Haven (NSW),1619,400,526,34,832,73,195
13003,North Kellyville,17401,9462,9270,375,3120,154,1297
13004,North Lambton,3454,1684,1854,119,1678,78,410
13005,North Lismore,754,273,347,27,1166,14,118
13006,North Macksville,669,167,239,20,916,36,107
13007,North Manly,3396,1820,1804,57,3169,38,443
13008,North Narooma,683,282,256,10,1351,25,136
13009,North Narrabeen,6016,2975,3259,92,2711,89,743
13010,North Nowra,5856,2034,2679,95,1411,335,711
13011,North Parramatta,12064,6805,5903,361,1703,115,1054
13012,North Richmond,6358,2235,3031,105,1724,261,676
13013,North Rocks,9136,5305,4536,194,2354,140,1103
13014,North Rothbury,2502,874,1347,46,2206,73,201
13015,North Ryde,14043,8477,7468,325,2383,163,1387
13016,North Shore (NSW),371,150,183,9,1478,5,54
13017,North St Marys,4123,1096,1439,130,1255,49,181
13018,North Star,214,64,94,0,1786,5,47
13019,North Strathfield,4618,2911,2632,143,2333,179,366
13020,North Sydney,8964,6507,5657,211,2405,182,1182
13021,North Tamworth,6273,2324,2891,98,1463,148,765
13022,North Tumbulgum,238,95,118,10,2041,3,23
13023,North Turramurra,4194,2460,1586,59,2064,132,681
13024,North Wagga Wagga,679,184,352,17,1494,17,74
13025,North Wahroonga,2100,1311,998,45,3189,43,366
13026,North Willoughby,4161,2465,2059,74,2488,43,531
13027,North Wollongong,2299,1546,1375,113,1549,41,334
13028,North Woodburn,142,36,64,0,1343,0,7
13029,North Yalgogrin,77,15,42,0,1687,3,16
13030,North Yeoval,95,23,43,0,1187,4,21
13031,Northangera,44,25,22,0,2166,0,15
13032,Northbridge (NSW),6493,4063,3072,114,3874,96,1174
13033,Northmead,11261,6003,5553,253,1924,175,1177
13034,Northwood (NSW),916,620,444,5,5012,16,194
13035,Norway,58,10,28,0,1062,0,7
13036,Norwest,4688,2780,2452,123,2207,82,672
13037,Nowendoc,88,41,62,0,1093,0,19
13038,Nowley,50,9,24,0,2125,0,8
13039,Nowra,9956,2735,3535,321,1037,494,940
13040,Nowra Hill,2141,509,770,22,1902,244,138
13041,Nubba,77,37,47,0,1812,0,21
13042,Nulkaba,715,243,390,17,2217,18,76
13043,Nullamanna,171,52,91,5,1542,3,19
13044,Nullica,17,0,5,0,1312,0,0
13045,Nullo Mountain,20,8,14,0,1125,3,5
13046,Numbaa,122,31,51,0,1541,5,10
13047,Number One,27,7,4,0,1374,0,4
13048,Numbla Vale,43,12,31,0,1875,0,13
13049,Numbugga,129,54,61,0,1166,4,26
13050,Numeralla,254,91,129,0,1292,14,59
13051,Numinbah,89,38,38,6,1125,0,15
13052,Numulgi,207,87,116,6,1602,5,38
13053,Nunderi,696,247,351,17,1803,18,146
13054,Nundle,482,123,164,3,764,10,85
13055,Nungatta,4,0,0,0,1375,0,0
13056,Nungatta South,0,0,0,0,0,0,0
13057,Nurenmerenmong,10,3,8,0,1812,0,0
13058,Nymagee,96,27,39,0,1041,3,19
13059,Nymboida,268,80,91,18,870,6,58
13060,Nyngan,1953,562,991,35,1428,30,301
13061,Nyora (NSW),18,6,11,3,1875,0,0
13062,Nyrang Creek,29,10,12,0,1562,0,9
13063,O'Connell (NSW),653,268,347,7,2578,13,108
13064,Oak Flats,6840,2089,3188,148,1488,119,567
13065,Oakdale (NSW),2028,640,992,35,2083,49,189
13066,Oakey Park,305,82,143,12,1037,10,38
13067,Oakhampton,165,40,47,3,1125,10,16
13068,Oakhampton Heights,139,59,73,3,4187,7,15
13069,Oakhurst (NSW),6947,3298,3383,164,2097,46,394
13070,Oaklands,304,93,160,0,1053,12,79
13071,Oakville,2027,665,1048,27,2368,32,199
13072,Oakwood (NSW),178,50,89,0,1562,5,14
13073,Oallen,145,44,55,0,1125,8,24
13074,Oatlands (NSW),5833,3323,2699,98,2292,61,742
13075,Oatley,10664,6193,5280,170,2537,162,1575
13076,Oban,7,5,0,0,2750,0,0
13077,Obanvale,27,7,12,0,2750,0,7
13078,Oberne Creek,49,20,33,0,1562,0,16
13079,Oberon,3319,909,1475,66,1321,87,320
13080,Obley,94,22,42,0,1406,0,18
13081,Ocean Shores,5777,2709,2773,160,1471,113,864
13082,Ogunbil,152,66,87,5,1231,10,22
13083,Old Adaminaby,42,18,22,0,2124,0,9
13084,Old Bar,5126,1535,2006,117,1170,177,695
13085,Old Bonalbo,73,10,22,0,668,5,19
13086,Old Erowal Bay,1080,287,449,27,1246,37,93
13087,Old Grevillia,53,19,20,3,833,0,10
13088,Old Guildford,2857,1015,732,76,1511,22,137
13089,Old Junee,254,73,120,3,1312,9,47
13090,Old Mill,16,3,5,0,900,0,0
13091,Old Station,32,8,18,0,1166,0,0
13092,Old Toongabbie,3276,1560,1624,53,2172,48,336
13093,Olinda (NSW),32,12,17,0,1625,0,7
13094,Olney,0,0,0,0,0,0,0
13095,Omadale,0,0,0,0,0,0,0
13096,One Mile (NSW),501,186,218,0,1542,16,70
13097,One Tree,22,12,15,0,1562,0,10
13098,Oolong,54,26,28,0,1875,0,6
13099,Ooma,41,20,26,4,2666,0,10
13100,Ootha,44,14,21,0,1166,0,13
13101,Ophir,128,39,66,0,2100,0,10
13102,Oran Park,17624,7789,8659,423,2349,131,856
13103,Orange,41232,14960,20012,721,1641,813,4814
13104,Orange Grove (NSW),60,23,38,4,2125,0,13
13105,Orangeville,1354,463,743,20,2788,35,157
13106,Orchard Hills,1798,687,918,29,2279,31,209
13107,Orient Point,629,170,227,19,985,25,69
13108,Orton Park,38,14,14,0,2583,0,0
13109,Osborne (NSW),32,12,22,0,1792,0,17
13110,Osterley (NSW),132,39,72,4,2562,0,17
13111,Oswald,88,31,48,0,2125,0,11
13112,Otford,396,196,210,8,2750,3,66
13113,Oura,246,90,130,3,1937,3,39
13114,Ourimbah,4019,1735,2167,62,1940,91,518
13115,Ournie,34,18,20,0,1312,4,13
13116,Owens Gap,80,26,52,0,2062,0,11
13117,Oxford Falls,265,115,75,3,961,13,54
13118,Oxley (Balranald - NSW),31,20,25,0,2125,0,8
13119,Oxley (Warren - NSW),5,3,3,0,1499,0,0
13120,Oxley Island,321,99,138,10,1432,0,44
13121,Oxley Park,4197,1602,1761,122,1612,33,212
13122,Oxley Vale,3935,1128,1730,95,1381,64,340
13123,Oyster Bay,5689,2926,2949,87,3137,89,706
13124,Oyster Cove (NSW),91,26,43,3,1187,3,4
13125,Packsaddle,73,21,36,0,900,0,16
13126,Paddington (NSW),12701,9199,7969,289,3131,171,1952
13127,Paddys Flat (Kyogle - NSW),8,0,4,0,450,0,0
13128,Paddys Flat (Snowy Monaro Regional - NSW),23,6,12,0,1375,0,6
13129,Paddys River (Snowy Valleys - NSW),15,4,11,3,575,0,9
13130,Paddys River (Wingecarribee - NSW),64,30,39,0,1874,0,8
13131,Padstow,14017,7133,6447,323,1891,167,1112
13132,Padstow Heights,3594,1587,1620,55,1938,61,328
13133,Pagans Flat,4,0,3,0,1649,0,0
13134,Pages Creek,13,4,10,0,1624,0,0
13135,Pages River,5,5,9,0,1024,0,0
13136,Pagewood,3885,2054,1882,91,2281,52,373
13137,Palarang,26,12,16,0,1624,0,6
13138,Palerang,0,0,0,0,0,0,0
13139,Paling Yards (Bathurst Regional - NSW),15,7,7,0,2499,0,3
13140,Paling Yards (Oberon - NSW),13,4,5,0,1374,0,0
13141,Pallal,66,26,35,0,1875,0,23
13142,Pallamallawa,472,103,191,0,1635,3,55
13143,Palm Beach (NSW),1652,1074,781,28,2807,39,309
13144,Palm Grove (NSW),87,43,29,0,1416,0,17
13145,Palmdale (NSW),95,47,33,0,2156,3,12
13146,Palmers Channel,115,41,60,3,1199,3,19
13147,Palmers Island,482,153,234,12,1404,11,44
13148,Palmers Oaky,38,10,23,0,1292,0,6
13149,Palmvale,95,38,43,0,1724,4,9
13150,Palmwoods (NSW),78,33,30,3,966,0,14
13151,Pambula,1002,303,409,11,1117,28,159
13152,Pambula Beach,667,326,305,10,1414,27,172
13153,Pampoolah,423,102,164,3,1288,20,59
13154,Pan Ban,38,9,15,0,3499,0,8
13155,Panania,13507,6384,6239,286,2036,174,1119
13156,Pangee,21,3,9,0,1375,0,5
13157,Panuara,86,37,51,0,2250,0,17
13158,Pappinbarra,86,36,38,0,1156,5,24
13159,Para,7,4,4,0,2449,0,3
13160,Paradise (NSW),15,8,4,0,1375,0,0
13161,Paringi,29,15,15,0,1437,0,0
13162,Parkes (NSW),11324,3288,5255,261,1401,240,1494
13163,Parkesbourne,152,60,84,4,2083,6,21
13164,Parklea,3684,1374,1289,58,2832,8,181
13165,Parkville (NSW),275,66,162,0,2029,3,36
13166,Parma,167,66,86,4,1624,10,23
13167,Parramatta,30211,20307,17235,1222,2092,154,1980
13168,Parraweena,61,32,38,0,1937,0,8
13169,Patchs Beach,45,17,23,0,1833,0,4
13170,Paterson (NSW),960,306,507,18,1907,30,188
13171,Patonga,235,98,84,3,1069,5,38
13172,Paupong,11,4,4,0,1625,0,0
13173,Paxton,1215,317,539,29,1692,32,92
13174,Paynes Crossing,50,21,20,0,1374,5,11
13175,Paytens Bridge,109,45,61,0,2750,0,15
13176,Peacock Creek,23,3,9,0,900,0,3
13177,Peak Hill (NSW),1162,268,429,44,996,26,187
13178,Peak View,43,14,35,0,2083,3,19
13179,Peakhurst,12079,5813,5369,232,1835,199,1043
13180,Peakhurst Heights,2524,1197,1164,31,2105,46,310
13181,Pearces Creek,210,105,129,7,2285,0,43
13182,Pearl Beach,510,321,189,9,1761,16,158
13183,Peats Ridge,301,113,163,0,1875,0,40
13184,Pebbly Beach,0,0,0,0,75,0,0
13185,Peel,256,113,149,0,2399,3,49
13186,Peelwood,45,11,29,0,762,0,10
13187,Pejar,67,33,37,0,1542,0,17
13188,Pelaw Main,1080,245,472,30,1174,26,72
13189,Pelican (NSW),874,247,393,20,1448,20,93
13190,Pelton,82,22,42,4,1562,4,10
13191,Pembrooke,118,36,52,3,1375,0,23
13192,Pemulwuy,5532,2946,2763,102,2758,35,412
13193,Pendle Hill,7743,4045,3483,211,1824,55,487
13194,Pennant Hills,7588,4778,3918,199,2433,123,1229
13195,Penrith,17966,7473,8750,541,1397,369,1178
13196,Penrose,263,116,113,7,1091,6,65
13197,Penshurst (NSW),12592,7313,6330,310,1835,133,1022
13198,Pericoe,22,0,0,0,262,0,0
13199,Perisher Valley,99,61,72,0,5249,0,14
13200,Perrys Crossing,4,4,6,0,0,0,0
13201,Perthville,567,222,316,4,1883,9,98
13202,Petersham,8200,5305,4971,215,2217,85,1046
13203,Pheasants Nest,716,222,386,8,2428,16,53
13204,Phegans Bay,406,235,237,10,2075,4,61
13205,Phillip Bay,721,338,348,18,2193,13,63
13206,Phoenix Park,77,29,44,0,1416,4,8
13207,Piallamore,276,85,150,7,2053,6,41
13208,Piallaway,128,41,74,0,1375,4,22
13209,Piambong,157,58,94,0,1812,3,31
13210,Picketts Valley,221,109,93,0,2971,0,34
13211,Picnic Point,6413,3054,3198,104,2459,97,616
13212,Picton (NSW),5282,2056,2829,91,2181,130,556
13213,Pigeonbah,12,10,10,0,2874,0,4
13214,Piggabeen,333,116,172,6,1921,11,40
13215,Pikapene,5,0,3,0,0,0,3
13216,Pillar Valley,352,103,165,7,992,16,48
13217,Pilliga,175,31,74,3,762,0,29
13218,Pilot Wilderness,0,0,0,0,0,0,0
13219,Pimlico (NSW),358,123,178,9,1625,15,43
13220,Pimlico Island,0,0,0,0,0,0,0
13221,Pinbeyan,0,0,0,0,0,0,0
13222,Pindaroi,53,12,35,0,1208,0,12
13223,Pindimar,345,93,150,7,1067,19,59
13224,Pine Camp,10,3,6,0,1749,0,0
13225,Pine Clump,11,6,7,0,1625,0,0
13226,Pine Grove (NSW),3,0,0,0,1375,0,0
13227,Pine Lodge (NSW),38,13,20,0,1041,0,10
13228,Pine Ridge,96,21,41,0,1562,0,15
13229,Pine Valley,30,8,12,0,3083,0,5
13230,Piney Range,63,30,45,0,1687,0,15
13231,Pinkett,77,24,41,0,1958,0,14
13232,Pinnacle (NSW),30,10,18,0,1024,0,6
13233,Pinnacle Swamp,40,14,25,0,2374,0,10
13234,Pinny Beach,0,0,0,0,0,0,0
13235,Piora,71,16,42,0,1375,4,11
13236,Pipeclay,102,27,47,0,1625,6,17
13237,Pitnacree,48,7,35,0,2187,0,0
13238,Pitt Town,3871,1320,2063,35,2707,68,350
13239,Pitt Town Bottoms,85,17,44,0,3250,0,7
13240,Pleasant Hills,127,37,56,0,1350,3,48
13241,Pleasure Point,606,303,326,7,3276,9,49
13242,Plumpton (NSW),10070,4995,4772,275,2171,60,619
13243,Point Clare,3974,1710,1815,72,1623,126,467
13244,Point Frederick,2043,1069,1023,56,1631,49,279
13245,Point Piper,1334,939,685,20,4530,14,240
13246,Point Wolstoncroft,0,0,0,0,0,0,0
13247,Pointer Mountain,14,5,10,0,1624,0,4
13248,Pokolbin,1049,588,556,10,2395,31,133
13249,Pola Creek,86,22,41,0,2333,0,11
13250,Polo Flat,13,6,11,0,1875,0,0
13251,Pomeroy,94,36,50,0,1625,0,11
13252,Pomona (NSW),167,28,78,0,1375,5,17
13253,Ponto,53,17,30,0,2249,4,11
13254,Pooncarie,226,38,106,0,1031,0,20
13255,Port Botany,0,0,0,0,0,0,0
13256,Port Hacking,1210,622,608,9,3394,25,169
13257,Port Kembla,5088,1759,2157,128,1308,85,455
13258,Port Macquarie,47693,18634,21082,1025,1282,1558,6471
13259,Port Stephens,0,0,0,0,0,0,0
13260,Porters Creek,0,0,0,0,0,0,0
13261,Porters Retreat,64,22,29,0,1687,8,8
13262,Portland (NSW),2447,576,990,70,1150,78,280
13263,Possum Brush,145,39,56,0,1325,8,9
13264,Possum Creek,277,129,125,7,1649,0,49
13265,Potato Point,156,72,53,0,1281,8,40
13266,Pottery Estate,112,27,39,0,949,0,5
13267,Potts Hill,1454,827,658,38,2223,5,101
13268,Potts Point,7183,5333,4848,247,2054,326,980
13269,Pottsville,7238,2776,3163,138,1556,193,880
13270,Prairiewood,3457,1455,1174,69,1478,15,161
13271,Premer,126,19,31,4,875,0,10
13272,Prestons,15694,7631,7160,440,2310,90,972
13273,Pretty Beach (Central Coast - NSW),314,177,127,3,1818,11,61
13274,Pretty Beach (Shoalhaven - NSW),0,0,0,0,0,0,0
13275,Pretty Pine,59,20,37,0,1625,4,12
13276,Primbee,1623,527,702,30,1341,28,121
13277,Primrose Valley,155,62,80,0,2625,12,21
13278,Prospect (NSW),5187,2546,2580,100,2084,48,366
13279,Providence Portal,6,0,8,0,1625,0,0
13280,Pucawan,36,13,16,0,849,0,11
13281,Puddledock,41,24,23,0,1687,0,6
13282,Pulganbar,5,3,0,0,1574,0,0
13283,Pullabooka,52,19,32,0,1333,0,18
13284,Pulletop,64,19,38,0,2349,0,13
13285,Pumpenbil,247,104,95,0,1187,7,26
13286,Punchbowl (Canterbury-Bankstown - NSW),21384,9653,7176,762,1389,81,1073
13287,Punchbowl (Clarence Valley - NSW),3,3,3,0,2999,0,4
13288,Purfleet,107,5,13,3,574,0,7
13289,Purlewaugh,81,33,46,0,1437,0,18
13290,Putney,4097,2407,2178,57,3053,56,497
13291,Putta Bucca,190,65,100,3,2562,3,32
13292,Putty,126,41,50,0,1093,5,25
13293,Pyangle,37,3,23,0,1624,0,0
13294,Pymble,11775,7804,6063,258,3379,171,1960
13295,Pyramul,60,14,26,0,1042,0,7
13296,Pyree,110,38,70,0,1958,0,22
13297,Pyrmont,12658,8933,7614,412,2422,173,1359
13298,Quaama,291,100,115,0,1058,6,56
13299,Quakers Hill,27893,14203,14282,715,2310,257,2200
13300,Quambone,128,22,46,0,1100,0,9
13301,Quanda,19,8,9,0,1625,0,11
13302,Quandary,57,22,37,0,1812,0,15
13303,Quandialla,163,41,61,9,877,9,35
13304,Queanbeyan,6409,3263,3635,152,1693,303,712
13305,Queanbeyan East,4240,2240,2575,99,1687,286,436
13306,Queanbeyan West,3146,1407,1752,67,2106,164,308
13307,Queens Park (NSW),3143,1962,1632,59,3441,40,485
13308,Queens Pinch,44,12,20,0,1625,0,10
13309,Queenscliff (NSW),3407,2439,2251,67,2903,45,511
13310,Quialigo,292,82,127,0,1444,6,36
13311,Quidong,20,0,9,0,1625,0,0
13312,Quiera,7,3,6,0,2750,0,0
13313,Quipolly,215,54,103,0,2017,3,33
13314,Quirindi,3355,868,1412,87,1198,77,517
13315,Quorrobolong,573,198,311,15,2392,18,62
13316,Raby,5943,2312,2877,140,1907,109,352
13317,Raglan (NSW),1272,370,627,25,1785,32,134
13318,Rainbow Flat,693,213,319,14,1299,19,93
13319,Rainbow Reach,84,24,45,0,1025,6,11
13320,Raleigh,681,238,316,21,1482,10,89
13321,Ramornie,186,52,75,4,1028,5,23
13322,Ramsgate,1151,561,534,16,1803,15,111
13323,Ramsgate Beach,1734,862,826,35,1475,22,135
13324,Rand,192,55,89,8,1343,7,46
13325,Randwick,28943,19317,17002,601,2422,402,3572
13326,Rangari,42,7,26,0,2125,0,6
13327,Rangers Valley,27,10,21,0,2750,0,15
13328,Rankin Park,2547,1194,1316,29,2214,73,351
13329,Rankins Springs,208,58,106,3,1273,5,41
13330,Rannock,78,9,33,0,1833,0,18
13331,Rappville,142,33,39,9,743,0,26
13332,Rathmines,2076,719,941,51,1517,65,232
13333,Ravensdale,70,32,33,0,2124,0,18
13334,Ravenswood (NSW),444,103,129,17,930,6,45
13335,Ravensworth (NSW),5,0,0,0,0,0,0
13336,Rawdon Island,142,52,63,0,2349,9,18
13337,Rawdon Vale,15,4,9,0,1749,0,0
13338,Raworth,2094,762,1122,52,2203,73,219
13339,Rawsonville,66,29,39,3,3125,0,13
13340,Raymond Terrace,13453,3501,5948,432,1297,612,1106
13341,Razorback,1174,439,604,17,2730,15,150
13342,Red Head,798,310,317,16,1228,23,132
13343,Red Hill (Snowy Valleys - NSW),4,0,0,0,1125,0,0
13344,Red Hill (Tamworth Regional - NSW),30,15,12,0,1375,0,3
13345,Red Hill (Warren - NSW),5,0,0,0,725,0,0
13346,Red Range,247,60,97,7,1388,8,34
13347,Red Rock,412,148,162,0,1148,15,86
13348,Red Rocks,3,3,4,0,3250,0,0
13349,Redbank (NSW),404,151,207,0,1833,4,62
13350,Redbournberry,247,93,134,4,2583,3,39
13351,Reddestone,59,25,30,0,1062,4,13
13352,Redfern,13072,8980,7891,459,2145,145,1662
13353,Redhead,3785,1430,1694,60,1598,108,481
13354,Redlands,36,15,18,0,2499,0,12
13355,Reedy Creek (NSW),159,52,89,0,1583,0,27
13356,Reedy Swamp,97,40,50,0,1416,0,31
13357,Reefton (NSW),34,12,12,0,1458,4,7
13358,Regents Park (NSW),4990,2419,1928,189,1402,36,355
13359,Regentville,829,302,447,16,2187,19,64
13360,Reids Flat,85,26,42,9,833,3,9
13361,Reidsdale,121,61,67,4,1583,0,26
13362,Rennie,31,9,7,0,2749,0,3
13363,Reno,131,30,58,0,1910,5,16
13364,Renwick,1453,641,753,16,2377,33,152
13365,Repentance Creek,118,52,48,0,1187,4,18
13366,Repton,667,280,324,17,1480,25,134
13367,Reserve Creek,201,62,97,3,1403,4,19
13368,Retreat (NSW),45,15,24,0,725,0,14
13369,Revesby,15268,7280,6531,346,1844,156,1087
13370,Revesby Heights,1916,936,1031,33,2673,37,187
13371,Rhine Falls,39,20,29,0,2125,0,5
